web-scraper-order,web-scraper-start-url,links,links-href,title,author,rating,words,chapters,tags,tags-href,pages,pages-href
1670648339-3698,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,fever started long ago,https://archiveofourown.org/works/13590312,fever started long ago,thestarsabove,Explicit,22840,1-Jan,but with magic?,https://archiveofourown.org/tags/but%20with%20magic*q*/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648349-3699,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Side Dishes,https://archiveofourown.org/works/4352867,Side Dishes,Elemir,Mature,10977,1-Jan,yoonmin,https://archiveofourown.org/tags/yoonmin/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648349-3700,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Side Dishes,https://archiveofourown.org/works/4352867,Side Dishes,Elemir,Mature,10977,1-Jan,Movie Star AU,https://archiveofourown.org/tags/Movie%20Star%20AU/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648349-3701,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Side Dishes,https://archiveofourown.org/works/4352867,Side Dishes,Elemir,Mature,10977,1-Jan,Actor AU,https://archiveofourown.org/tags/Actor%20AU/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3702,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Fashion Magazine AU,https://archiveofourown.org/tags/Fashion%20Magazine%20AU/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3703,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Fake/Pretend Relationship,https://archiveofourown.org/tags/Fake*s*Pretend%20Relationship/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3704,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Romance,https://archiveofourown.org/tags/Romance/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3705,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Hate to Love,https://archiveofourown.org/tags/Hate%20to%20Love/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3706,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Dislike to Love more like it actually,https://archiveofourown.org/tags/Dislike%20to%20Love%20more%20like%20it%20actually/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3707,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,High Heels,https://archiveofourown.org/tags/High%20Heels/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648359-3708,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Bubblegum Bitch,https://archiveofourown.org/works/11147544,Bubblegum Bitch,kkeomtae,Explicit,33948,3-Mar,Tattoos,https://archiveofourown.org/tags/Tattoos/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3709,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Teacher Park Jimin (BTS),https://archiveofourown.org/tags/Teacher%20Park%20Jimin%20(BTS)/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3710,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Personal Trainer Jeon Jungkook,https://archiveofourown.org/tags/Personal%20Trainer%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3711,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Single Parent Jeon Jungkook,https://archiveofourown.org/tags/Single%20Parent%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3712,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Jungkook is a literal dad,https://archiveofourown.org/tags/Jungkook%20is%20a%20literal%20dad/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3713,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,with a 7yo daughter,https://archiveofourown.org/tags/with%20a%207yo%20daughter/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3714,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,DILF Jeon Jungkook,https://archiveofourown.org/tags/DILF%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3715,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,me giggling tagging that but wow it's true ok goodbye,https://archiveofourown.org/tags/me%20giggling%20tagging%20that%20but%20wow%20it's%20true%20ok%20goodbye/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3716,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Original Character(s),https://archiveofourown.org/tags/Original%20Character(s)/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3717,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Explicit Sexual Content,https://archiveofourown.org/tags/Explicit%20Sexual%20Content/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3718,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Strangers to Lovers,https://archiveofourown.org/tags/Strangers%20to%20Lovers/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3719,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Fluff and Humor,https://archiveofourown.org/tags/Fluff%20and%20Humor/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3720,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,Falling In Love,https://archiveofourown.org/tags/Falling%20In%20Love/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3721,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,the author has once again injected her own terrible sense of humor,https://archiveofourown.org/tags/the%20author%20has%20once%20again%20injected%20her%20own%20terrible%20sense%20of%20humor/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648369-3722,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Two Can Play That Game,https://archiveofourown.org/works/32720182,Two Can Play That Game,annie_vi,Explicit,49033,4-Apr,The Author Regrets Nothing,https://archiveofourown.org/tags/The%20Author%20Regrets%20Nothing/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3723,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,Fake/Pretend Relationship,https://archiveofourown.org/tags/Fake*s*Pretend%20Relationship/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3724,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,Sexual Tension,https://archiveofourown.org/tags/Sexual%20Tension/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3725,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,Pining,https://archiveofourown.org/tags/Pining/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3726,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,much angst,https://archiveofourown.org/tags/much%20angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3727,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,namjin are the old married couple,https://archiveofourown.org/tags/namjin%20are%20the%20old%20married%20couple/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648379-3728,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,cuz in a sky full of stars (i think i saw you),https://archiveofourown.org/works/3476741,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),Explicit,64071,9-Sep,AKA PROPOSAL AU!!!,https://archiveofourown.org/tags/AKA%20PROPOSAL%20AU!!!/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3729,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Alternate Universe - Soulmates,https://archiveofourown.org/tags/Alternate%20Universe%20-%20Soulmates/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3730,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Soulmates,https://archiveofourown.org/tags/Soulmates/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3731,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,art teacher!tae,https://archiveofourown.org/tags/art%20teacher!tae/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3732,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,photography major!jeongguk,https://archiveofourown.org/tags/photography%20major!jeongguk/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3733,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Domestic,https://archiveofourown.org/tags/Domestic/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3734,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Fluff and Angst,https://archiveofourown.org/tags/Fluff%20and%20Angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3735,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Fluff,https://archiveofourown.org/tags/Fluff/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3736,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Angst,https://archiveofourown.org/tags/Angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3737,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Hurt/Comfort,https://archiveofourown.org/tags/Hurt*s*Comfort/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3738,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Growing Up,https://archiveofourown.org/tags/Growing%20Up/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3739,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Developing Relationship,https://archiveofourown.org/tags/Developing%20Relationship/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3740,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,First Meetings,https://archiveofourown.org/tags/First%20Meetings/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3741,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Romance,https://archiveofourown.org/tags/Romance/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3742,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Moving In Together,https://archiveofourown.org/tags/Moving%20In%20Together/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3743,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Domestic Bliss,https://archiveofourown.org/tags/Domestic%20Bliss/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3744,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,First Time,https://archiveofourown.org/tags/First%20Time/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3745,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,Established Relationship,https://archiveofourown.org/tags/Established%20Relationship/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648389-3746,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,(thought you knew) you were in this song,https://archiveofourown.org/works/9133735,(thought you knew) you were in this song,expplipo,Teen And Up Audiences,35389,1-Jan,please read start notes even if you're not sure if you want to read the fic! ;;,https://archiveofourown.org/tags/please%20read%20start%20notes%20even%20if%20you're%20not%20sure%20if%20you%20want%20to%20read%20the%20fic!%20;;/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3747,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,how to even categorize..,https://archiveofourown.org/tags/how%20to%20even%20categorize*d**d*/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3748,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,reverse... fake... sugar daddy au?,https://archiveofourown.org/tags/reverse*d**d**d*%20fake*d**d**d*%20sugar%20daddy%20au*q*/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3749,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,terrified fake sugar daddy jeon jungkook,https://archiveofourown.org/tags/terrified%20fake%20sugar%20daddy%20jeon%20jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3750,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,supremely confident fake sugar baby/professional competitive eater kim seokjin,https://archiveofourown.org/tags/supremely%20confident%20fake%20sugar%20baby*s*professional%20competitive%20eater%20kim%20seokjin/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3751,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,daddy kink goofs but no actual daddy kink,https://archiveofourown.org/tags/daddy%20kink%20goofs%20but%20no%20actual%20daddy%20kink/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3752,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,subversion of tropes? hopefully?,https://archiveofourown.org/tags/subversion%20of%20tropes*q*%20hopefully*q*/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3753,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,sidepairs bc hi it's me,https://archiveofourown.org/tags/sidepairs%20bc%20hi%20it's%20me/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3754,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,Eventual Smut,https://archiveofourown.org/tags/Eventual%20Smut/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3755,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,Humor,https://archiveofourown.org/tags/Humor/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3756,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,Angst,https://archiveofourown.org/tags/Angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3757,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,buddy this shit got angsty,https://archiveofourown.org/tags/buddy%20this%20shit%20got%20angsty/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3758,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,mentions of emotional abuse/brief domestic violence/ generally shitty dads,https://archiveofourown.org/tags/mentions%20of%20emotional%20abuse*s*brief%20domestic%20violence*s*%20generally%20shitty%20dads/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3759,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,but the bad guys get what's coming to them,https://archiveofourown.org/tags/but%20the%20bad%20guys%20get%20what's%20coming%20to%20them/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3760,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,Angst with a Happy Ending,https://archiveofourown.org/tags/Angst%20with%20a%20Happy%20Ending/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648399-3761,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,Fake Sugar,https://archiveofourown.org/works/14707098,Fake Sugar,minverse,Explicit,87597,9-Sep,Slow Burn,https://archiveofourown.org/tags/Slow%20Burn/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3762,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Alternate Universe - College/University,https://archiveofourown.org/tags/Alternate%20Universe%20-%20College*s*University/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3763,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Artist Kim Taehyung | V,https://archiveofourown.org/tags/Artist%20Kim%20Taehyung%20%7C%20V/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3764,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Photographer Jeon Jungkook,https://archiveofourown.org/tags/Photographer%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3765,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,side relationship,https://archiveofourown.org/tags/side%20relationship/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3766,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Smut,https://archiveofourown.org/tags/Smut/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3767,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Fluff and Angst,https://archiveofourown.org/tags/Fluff%20and%20Angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3768,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Fluff and Smut,https://archiveofourown.org/tags/Fluff%20and%20Smut/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3769,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Angst,https://archiveofourown.org/tags/Angst/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3770,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Fluff,https://archiveofourown.org/tags/Fluff/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3771,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Semi-Public Sex,https://archiveofourown.org/tags/Semi-Public%20Sex/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3772,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Anal Sex,https://archiveofourown.org/tags/Anal%20Sex/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3773,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Power Bottom Kim Taehyung | V,https://archiveofourown.org/tags/Power%20Bottom%20Kim%20Taehyung%20%7C%20V/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3774,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Top Jeon Jungkook,https://archiveofourown.org/tags/Top%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3775,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Bottom Jeon Jungkook,https://archiveofourown.org/tags/Bottom%20Jeon%20Jungkook/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3776,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Top Kim Taehyung | V,https://archiveofourown.org/tags/Top%20Kim%20Taehyung%20%7C%20V/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3777,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Switching,https://archiveofourown.org/tags/Switching/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3778,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Loneliness,https://archiveofourown.org/tags/Loneliness/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
1670648409-3779,https://archiveofourown.org/users/Pi_Cloud/readings?page=1,"Love, I have Wounds",https://archiveofourown.org/works/12568164,Love I have Wounds,Sharleena,Explicit,79451,4-Apr,Depression,https://archiveofourown.org/tags/Depression/works,8,https://archiveofourown.org/users/Pi_Cloud/readings?page=8
